Wall time,Step,Value
1530317981.6215184,5,0.00175242789555341
1530318001.5873978,6,0.0024083645548671484
1530318101.7936182,11,0.003495065728202462
1530318162.7167437,14,0.003103461815044284
1530318183.7567034,15,0.002897869795560837
1530318244.3186026,18,0.003083881689235568
1530318283.8747423,20,0.003103461815044284
1530318363.7445066,24,0.004346804693341255
1530318604.2558327,36,0.0063733551651239395
1530318683.0331936,40,0.009085212834179401
1530318722.4639125,42,0.008253054693341255
1530318762.8788686,44,0.009290805086493492
1530318782.6732845,45,0.008096412755548954
1530318823.684512,47,0.008781719952821732
1530318942.7313843,53,0.011787280440330505
1530318962.4324296,54,0.0075873276218771935
1530318982.1250198,55,0.006735588889569044
1530319002.1692743,56,0.008527177385985851
1530319021.929315,57,0.007841870188713074
1530319181.463432,65,0.011258615180850029
1530319241.4476027,68,0.003857299452647567
1530319301.846899,71,0.00832158513367176
1530319321.9780781,72,0.009564927779138088
1530319341.9615254,73,0.018934054300189018
1530319361.5966692,74,0.011689379811286926
1530319460.4081085,79,0.023457080125808716
1530319618.7519126,87,0.018934054300189018
1530319638.5158093,88,0.011806861497461796
1530319757.630724,94,0.015390037558972836
1530319916.6178172,102,0.010054432787001133
1530319976.0326424,105,0.01585996150970459
1530319996.5945115,106,0.009868421591818333
1530320134.8664145,113,0.012766290456056595
1530320194.1972852,116,0.0071271928027272224
1530320234.786015,118,0.00755795743316412
1530320393.3782592,126,0.010504777543246746
1530320452.4949381,129,0.010171914473176003
1530320472.4414024,130,0.008860040456056595
1530320650.0365536,139,0.011258615180850029
1530320689.2171247,141,0.01002506259828806
1530320708.90211,142,0.01202224288135767
1530320728.4190311,143,0.009525767527520657
1530320866.6889122,150,0.009770520031452179
1530320966.1690278,155,0.008820880204439163
1530321006.5335894,157,0.009682409465312958
1530321026.2286003,158,0.010671209543943405
1530321105.5501685,162,0.01120966486632824
1530321204.4232574,167,0.010122963227331638
1530321223.7359903,168,0.005110432393848896
1530321284.6215453,171,0.013050203211605549
1530321402.5556352,177,0.009153743274509907
1530321422.477876,178,0.01566416025161743
1530321462.1959069,180,0.010749530047178268
1530321521.453436,183,0.01234531681984663
1530321561.1260972,185,0.01027960516512394
1530321580.784903,186,0.015252976678311825
1530321619.973666,188,0.015556469559669495
1530321659.7303045,190,0.012795660644769669
1530321679.5317948,191,0.014548089355230331
1530321818.475071,198,0.011591479182243347
1530321977.1675935,206,0.015135494992136955
1530321997.2359416,207,0.018708880990743637
1530322017.1808805,208,0.009897790849208832
1530322096.122216,212,0.008292214944958687
1530322293.79773,222,0.008928571827709675
1530322313.110059,223,0.007352365180850029
1530322352.5257905,225,0.011660009622573853
1530322433.4570339,229,0.014841792173683643
1530322493.535633,232,0.013872572220861912
1530322513.5187473,233,0.01683897152543068
1530322533.1758742,234,0.012580279260873795
1530322592.6172528,237,0.012423637323081493
1530322830.4176512,249,0.013314536772668362
1530322949.904711,255,0.015341087244451046
1530323009.5721269,258,0.01623198576271534
1530323049.26315,260,0.011894972063601017
1530323069.3850524,261,0.011728540062904358
1530323109.3105133,263,0.016946664080023766
1530323188.3173695,267,0.019883694127202034
1530323267.2976282,271,0.01146420743316412
1530323306.6925497,273,0.015840381383895874
1530323406.1700296,278,0.013334116898477077
1530323685.3101878,292,0.011620849370956421
1530323784.5494113,297,0.012795660644769669
1530323804.2185712,298,0.01325579546391964
1530323883.4489355,302,0.01315789483487606
1530323903.1001976,303,0.01697603426873684
1530323982.1100273,307,0.009192904457449913
1530324001.9233627,308,0.008664239197969437
1530324041.6778436,310,0.015311717055737972
1530324101.1369367,313,0.00930059514939785
1530324199.8665502,318,0.013666979968547821
1530324219.5043943,319,0.017269736155867577
1530324239.3510985,320,0.020725643262267113
1530324338.2225516,325,0.015106124803423882
1530324358.3552504,326,0.017984414473176003
1530324378.5399036,327,0.008674029260873795
1530324437.9697182,330,0.016623590141534805
1530324616.7861476,339,0.009525767527520657
1530324656.4730194,341,0.015517309308052063
1530324774.9022095,347,0.011875391937792301
1530324893.1148105,353,0.015164865180850029
1530324912.845911,354,0.011953712441027164
1530325031.8474617,360,0.013422227464616299
1530325091.070809,363,0.012981672771275043
1530325170.4783716,367,0.014107534661889076
1530325248.3104389,371,0.011493577621877193
1530325287.8864138,373,0.009535557590425014
1530325366.2901077,377,0.013520128093659878
1530325385.9573834,378,0.013373277150094509
1530325405.3225737,379,0.014606829732656479
1530325444.7420926,381,0.021264098584651947
1530325542.7451932,386,0.019276708364486694
1530325642.5024328,391,0.020167605951428413
1530325662.459056,392,0.012208255007863045
1530325681.7124128,393,0.012550908140838146
1530325976.8251772,408,0.01448934804648161
1530326113.4334142,415,0.009770520031452179
